First name,Last name,Address,Address2,City,ZIP/Postal code,Abbreviation,First name,Last name,Address,Address2,City,ZIP/Postal code,Abbreviation,weight,phone num1,phone num2,order num,Item-sku,Tracking NO
,,,,,,,,,,,,,,,,1,112-7335447-4713051,4WELL-RES-90,9400150106151153800048
,,,,,,,,,,,,,,,,1,114-2637707-1728260,4WELL-RES-90,9400150106151153800062
,,,,,,,,,,,,,,,,1,111-8286312-7373026,4WELL-RES-90,9400150106151153800086
,,,,,,,,,,,,,,,,1,113-5604190-6912255,4WELL-RES-90,9400150106151153800116
,,,,,,,,,,,,,,,,1,114-9629594-1989857,4WELL-RES-90,9400150106151153800390
,,,,,,,,,,,,,,,,1,114-9113600-4884202,4WELL-RES-90,9400150106151153800413
,,,,,,,,,,,,,,,,1,114-6376958-0533063,4WELL-RES-90,9400150106151153800574
,,,,,,,,,,,,,,,,1,113-3432540-7759449,4WELL-RES-90,9400150106151153800666
,,,,,,,,,,,,,,,,1,111-9707231-7599459,4WELL-RES-90,9400150206217615339026
,,,,,,,,,,,,,,,,2,114-3177827-1371424,4WELL-RES-90,9400150206217615339187
,,,,,,,,,,,,,,,,,,4WELL-RES-90,9400150206217615339187
,,,,,,,,,,,,,,,,1,111-8088108-9359427,4WELL-RES-90,9400150206217615339224
,,,,,,,,,,,,,,,,1,114-0894700-3990616,4WELL-RES-90,9400150206217615339231
,,,,,,,,,,,,,,,,1,113-4844977-0037037,4WELL-RES-90,9400150206217615339323
,,,,,,,,,,,,,,,,1,113-7921046-1992221,4WELL-RES-90,9400150206217615339361
,,,,,,,,,,,,,,,,1,112-8450519-9713039,4WELL-RES-90,9400150206217615339415
,,,,,,,,,,,,,,,,1,112-0936199-6837027,4WELL-RES-90,9400150206217615339804
,,,,,,,,,,,,,,,,1,113-2222682-1484232,4WELL-RES-90,9400150206217615339811
,,,,,,,,,,,,,,,,1,114-0413278-1552202,4WELL-RES-90,9400150206217615339965
,,,,,,,,,,,,,,,,1,111-3950097-7289828,4WELL-RES-90,9400150206217615340039
,,,,,,,,,,,,,,,,1,113-2840888-7671467,4WELL-RES-90,9400150206217615340176
,,,,,,,,,,,,,,,,1,111-7809899-9683412,4WELL-RES-90,9400150206217615340237
,,,,,,,,,,,,,,,,1,114-1119175-1700214,4WELL-RES-90,9400150206217615340299
,,,,,,,,,,,,,,,,1,114-5180727-4942606,4WELL-RES-90,9400150206217615340770
,,,,,,,,,,,,,,,,1,114-6467404-4065019,4WELL-RES-90,9400150206217615340787
,,,,,,,,,,,,,,,,1,113-0417658-1529824,4WELL-RES-90,9400150206217615340862
,,,,,,,,,,,,,,,,1,114-7449707-7269003,4WELL-RES-90,9400150206217615340879
,,,,,,,,,,,,,,,,1,114-6788103-7861008,4WELL-RES-90,9400150206217615340916
,,,,,,,,,,,,,,,,2,1054,4WELL-RES-90,9400150106151153799632
,,,,,,,,,,,,,,,,,,4WELL-RES-90,9400150106151153799632
,,,,,,,,,,,,,,,,1,30007G,G-1014-250MLB,9400150106151153799274
,,,,,,,,,,,,,,,,1,29989G,G-1014-250MLB,9400150106151153799748
,,,,,,,,,,,,,,,,1,30000G,G-1014-250MLB,9400150106151153800130
,,,,,,,,,,,,,,,,1,30003G,G-1014-250MLB,9400150206217615339125
,,,,,,,,,,,,,,,,1,29998G,G-1014-250MLB,9400150206217615339408
,,,,,,,,,,,,,,,,1,29986G,G-1014-250MLB,9400150206217615340305
,,,,,,,,,,,,,,,,1,113-4982449-9337841,G-BHWA-SGR,1Z07FF530395131663
,,,,,,,,,,,,,,,,1,112-2457054-3814625,G-BHWA-SGR,1Z07FF530395736484
,,,,,,,,,,,,,,,,1,114-2673604-7267460,G-BHWA-SGR,1Z07FF530396553090
,,,,,,,,,,,,,,,,1,113-2494573-7431451,G-BHWA-SGR,1Z07FF530396615451
,,,,,,,,,,,,,,,,1,113-4982449-9337841,G-DSHPXL-JTBLK,1Z07FF530395131663
,,,,,,,,,,,,,,,,1,114-5000298-2820245,G-DSHPXL-JTBLK,9400150106151153798789
,,,,,,,,,,,,,,,,1,111-7473723-7839430,G-DSHPXL-JTBLK,9400150106151153798833
,,,,,,,,,,,,,,,,1,111-2190226-9851461,G-DSHPXL-JTBLK,9400150106151153798857
,,,,,,,,,,,,,,,,1,113-2016840-7090637,G-DSHPXL-JTBLK,9400150106151153798925
,,,,,,,,,,,,,,,,1,111-6547731-3419443,G-DSHPXL-JTBLK,9400150106151153798970
,,,,,,,,,,,,,,,,1,111-6731908-4541852,G-DSHPXL-JTBLK,9400150106151153799083
,,,,,,,,,,,,,,,,1,114-8648650-7169054,G-DSHPXL-JTBLK,9400150106151153799434
,,,,,,,,,,,,,,,,1,114-2898570-1765800,G-DSHPXL-JTBLK,9400150106151153799700
,,,,,,,,,,,,,,,,1,114-6998872-5809849,G-DSHPXL-JTBLK,9400150106151153799786
,,,,,,,,,,,,,,,,1,114-6727006-8099442,G-DSHPXL-JTBLK,9400150106151153800383
,,,,,,,,,,,,,,,,1,113-1615817-5965801,G-DSHPXL-JTBLK,9400150106151153800505
,,,,,,,,,,,,,,,,1,111-2334017-2401812,G-DSHPXL-JTBLK,9400150106151153800550
,,,,,,,,,,,,,,,,1,113-4132184-9471412,G-DSHPXL-JTBLK,9400150106151153860516
,,,,,,,,,,,,,,,,1,112-2610026-4413010,G-DSHPXL-JTBLK,9400150206217615338982
,,,,,,,,,,,,,,,,1,111-3878891-9223418,G-DSHPXL-JTBLK,9400150206217615339217
,,,,,,,,,,,,,,,,1,111-4740559-9276250,G-DSHPXL-JTBLK,9400150206217615339347
,,,,,,,,,,,,,,,,1,111-1093659-9447415,G-DSHPXL-JTBLK,9400150206217615340060
,,,,,,,,,,,,,,,,1,112-2405337-8215433,G-DSHPXL-JTBLK,9400150206217615340206
,,,,,,,,,,,,,,,,1,113-2128456-1296216,G-DSHPXL-JTBLK,9400150206217615340404
,,,,,,,,,,,,,,,,1,111-4043050-9158661,G-DSHPXL-JTBLK,9400150206217615340503
,,,,,,,,,,,,,,,,1,114-3420113-9741059,G-DSHPXL-JTBLK,9400150206217615340985
,,,,,,,,,,,,,,,,1,29988G,G-DSHPXL-JTBLK,9400150106151153799830
,,,,,,,,,,,,,,,,1,30004G,G-DSHPXL-JTBLK,9400150206217615339460
,,,,,,,,,,,,,,,,1,29997G,G-DSHPXL-JTBLK,9400150206217615339521
,,,,,,,,,,,,,,,,1,30002G,G-DSHPXL-JTBLK,9400150206217615341012
,,,,,,,,,,,,,,,,1,114-5068817-4580204,G-DSHPXL-ELBL,9400150106151153860158
,,,,,,,,,,,,,,,,1,112-3615659-1370656,G-DSHPXL-ELBL,9400150106151153860172
,,,,,,,,,,,,,,,,1,112-9564084-1176250,G-DSHPXL-ELBL,9400150106151153860424
,,,,,,,,,,,,,,,,1,29987G,G-HPXL-BLU,1ZJ74F69YW00491953
,,,,,,,,,,,,,,,,1,29991G,G-HPXL-BLU,1ZJ74F69YW22335116
,,,,,,,,,,,,,,,,1,29995G,G-HPXL-BLU,1ZJ74F69YW45345125
,,,,,,,,,,,,,,,,1,29992G,G-HPXL-BLU,1ZJ74F69YW54619492
,,,,,,,,,,,,,,,,1,30005G,G-HPXL-BLU,1ZJ74F69YW63559227
,,,,,,,,,,,,,,,,1,29994G,G-HPXL-BLU,1ZJ74F69YW71217545
,,,,,,,,,,,,,,,,1,29999G,G-HPXL-BLU,1ZJ74F69YW82479135
,,,,,,,,,,,,,,,,1,30001G,G-HPXL-BLU,1ZJ74F69YW94648082
,,,,,,,,,,,,,,,,1,29993G,G-HPXL-BLU,9434650206217195756871
,,,,,,,,,,,,,,,,1,29996G,G-HPXL-SPBL,1ZJ74F69YW25527172
,,,,,,,,,,,,,,,,1,30006G,G-HPXL-SPBL,9434650206217195756864
,,,,,,,,,,,,,,,,1,29990G,G-NSHHWL-MGR,1ZJ74F69YW73545179
,,,,,,,,,,,,,,,,1,902003366795899-8673961568,JH-CUTBO-SET-3-BLGR,1ZJ74F69YW63398919
,,,,,,,,,,,,,,,,1,912003367616530-8645680375,JH-CUTMAT-SET-3-GRAY,9400150206217615689510
,,,,,,,,,,,,,,,,1,114-0802729-1780200,JH-SQG11-BL,9400150206217615338951
,,,,,,,,,,,,,,,,1,912003329552143-8673855330,RCW-CAD-BMB,1Z07FF530305611367
,,,,,,,,,,,,,,,,1,912003368034165-8664237711,RCW-CAD-BMB,1Z07FF530397664503
,,,,,,,,,,,,,,,,1,69896,RCW-CHSBO-SM,1ZJ74F69YW94722072
,,,,,,,,,,,,,,,,1,111-5914335-4059467,RCW-CUTBO-3XL,1Z07FF530399670672
,,,,,,,,,,,,,,,,1,69899,RCW-CUTBO-M,1ZJ74F69YW18471218
,,,,,,,,,,,,,,,,1,69900,RCW-CUTBO-M,1ZJ74F69YW37239649
,,,,,,,,,,,,,,,,1,69897,RCW-CUTBO-M,1ZJ74F69YW67365465
,,,,,,,,,,,,,,,,1,69898,RCW-CUTBO-M,1ZJ74F69YW78697354
,,,,,,,,,,,,,,,,1,69895,RCW-CUTBO-M,9434650106151050893077
,,,,,,,,,,,,,,,,1,102003367430700-8655508219,RCW-DWB-BMB,9400150206217615723474
,,,,,,,,,,,,,,,,1,102817,RCW-KITDRAW-B-BLK,1Z07FF530399534711
,,,,,,,,,,,,,,,,1,112-7840285-4235430,RCW-CUTBO-SET,1Z07FF530399738046
,,,,,,,,,,,,,,,,1,102816,RCW-STBOX-DR,1ZJ74F69YW62614052
,,,,,,,,,,,,,,,,1,912003368086271-8674054559,RCW-ZLBSORG-4,1ZJ74F69YW06426129
,,,,,,,,,,,,,,,,2,902003366384233-8645295066,RFMAT-SET-12-LMY,1Z8X330WYN50564790
,,,,,,,,,,,,,,,,,,RFMAT-SET-12-LMY,1Z8X330WYN50564790
,,,,,,,,,,,,,,,,1,902003249896060-8645323981,RFMAT-SET-12-LMY,9400150206217615689534
,,,,,,,,,,,,,,,,1,912003367331969-8655550397,RFMAT-SET-6-LMY,9400150106151154133893
